English,French,Correct,Wrong,Attempts
alarmed,"alarmé, alarma, alarmèrent, alarmés, alarmées",0,0,0
alarming,"alarmant, anxiogène",0,0,0
alb,surplis,0,0,0
Albania,Albanie,0,0,0
Albanian,albanaise,0,0,0
albert,gourmette,0,0,0
albinism,albinisme,0,0,0
album,album,0,0,0
albumen,albumine,0,0,0
alchemy,alchimie,0,0,0
alcohol,alcool,0,0,0
alcoholism,alcoolisme,0,0,0
alcove,alcôve,0,0,0
aldehyde,aldéhyde,0,0,0
alder,aulne,0,0,0
alderman,conceiller municipal,0,0,0
ale,bière,0,0,0
aleatory,incertain,0,0,0
alert,"alarme, vif",0,0,0
alertly,vigilante,0,0,0
Alexandria,Alexandrie,0,0,0
alfalfa,luzerne,0,0,0
alga,algue,0,0,0
algebra,"algèbre, algébra",0,0,0
algebraic,algébrique,0,0,0
Algeria,Algérie,0,0,0
algerian,algérien,0,0,0
Algiers,Algiers,0,0,0
algorithm,algorithme,0,0,0
alibi,"excuse, alibi",0,0,0
alien,hideux,0,0,0
alienation,aliénation,0,0,0
alight,"amerrissent, amerris, amerrissons, amerrissez",0,0,0
alighted,"amerrirent, amerries, amerri, amerrîmes, amerrie",0,0,0
alighting,amerrissant,0,0,0
alights,amerrit,0,0,0
align,"alignent, alignons, alignez",0,0,0
alignable,aliénable,0,0,0
aligned,"alignés, alignai, alignâmes, alignée, aligna",0,0,0
aligning,alignant,0,0,0
alignment,alignement,0,0,0
aligns,aligne,0,0,0
alive,vivant,0,0,0
alkali,alcali,0,0,0
alkaline,alcalin,0,0,0
alkalinity,alcalinité,0,0,0
all,"toute, toute, chaque, chacun",0,0,0
all about,partout,0,0,0
all of a sudden,soudainement,0,0,0
allegation,allégation,0,0,0
allege,"alléguez, alléguons, alléguent",0,0,0
alleged,"alléguèrent, alléguai, alléguâmes, allégués",0,0,0
alleges,allégue,0,0,0
alleging,alléguant,0,0,0
allegory,allégorie,0,0,0
allergy,allergie,0,0,0
alleviate,"allégez, allégeons, allégent",0,0,0
alleviated,"allégea, allégés, allégèrent, allégé, allégées",0,0,0
alleviates,allége,0,0,0
alleviating,allégeant,0,0,0
alley,ruelle,0,0,0
allhallows,la toussaint,0,0,0
alliance,"coalition, alliance",0,0,0
allied,"alliai, alliâmes, alliée, alliées, allièrent",0,0,0
allies,allie,0,0,0
alligator,alligator,0,0,0
allotment,lotissement,0,0,0
allow,"laisser, permettre",0,0,0
allowance,"majoration, concession, réparation des dommages",0,0,0
alloy,alliage,0,0,0
alluringness,excitation,0,0,0
allways,tout le temps,0,0,0
ally,"alliée, allions, allié, alliez, se liguer, allient",0,0,0
allying,alliant,0,0,0
almond,"amande, tonsille",0,0,0
alms,"aumone, aumône",0,0,0
alone,seul,0,0,0
along,"d'après, le long de",0,0,0
Alost,Alost,0,0,0
alphabet,alphabet,0,0,0
Alps,Alpes,0,0,0
already,déjà,0,0,0
also,aussi,0,0,0
altar,autel,0,0,0
alter,"altérent, altérez, altérer, altérons",0,0,0
altered,"altéra, altérés, altérée, altérées, altérâmes",0,0,0
altering,altérant,0,0,0
alternate,"alterner, alternez, alternons, alternent, basculez",0,0,0
alternated,"basculai, alternées, basculé, basculée, basculées",0,0,0
alternates,"bascule, alterne",0,0,0
alternating,"alternant, basculant",0,0,0
alternating current,courant alternatif,0,0,0
alternation,alternance,0,0,0
alternative,alternative,0,0,0
alters,altére,0,0,0
although,quoique,0,0,0
altimetry,altimétrie,0,0,0
altorelievo,haut relief,0,0,0
alumina,alumine,0,0,0
aluminium,aluminium,0,0,0
aluminum,aluminium,0,0,0
Alva,Albe,0,0,0
always,"toujours, tout le temps",0,0,0
am,suis,0,0,0
amalgam,amalgame,0,0,0
amalgamate,"amalgamez, amalgament, amalgamons, amalgamer",0,0,0
amalgamated,"amalgamées, amalgamés, amalgamé, amalgamèrent",0,0,0
amalgamating,amalgamant,0,0,0
amass,entasser,0,0,0
amateur,amateur,0,0,0
amaze,"étonner, ravissement, abasourdissent, abasourdis",0,0,0
amazed,"abasourdie, abasourdi, abasourdîmes, abasourdirent",0,0,0
amazement,"abasourdissement, étonnement",0,0,0
amazes,abasourdit,0,0,0
amazing,"étonnamment, abasourdissant",0,0,0
ambassador,ambassadeur,0,0,0
amber,ambre,0,0,0
ambiguities,ambiguïtés,0,0,0
ambiguity,"ambiguïté, ambiguité",0,0,0
ambition,"ambicion, ambition, aspiration",0,0,0
ambitious,ambitieux,0,0,0
ambitiously,ambitieux,0,0,0
ambulance,"voiture balai, ambulance",0,0,0
ambulatory,ambulant,0,0,0
ambush,guet apens,0,0,0
ameliorate,réformer,0,0,0
amend,"amendez, amendent, amendons, réformer",0,0,0
amended,"amendâmes, amendées, amendés, amendèrent, amendée",0,0,0
amending,amendant,0,0,0
amendment,amendement,0,0,0
amenity,aménité,0,0,0
America,Amérique,0,0,0
American,"américain, américain",0,0,0
amerind,peau rouge,0,0,0
ammo,munitions,0,0,0
ammonia,ammoniaque,0,0,0
ammunition,"munitions, munition",0,0,0
amnesia,amnésie,0,0,0
amnesty,amnistie,0,0,0
amok,amok,0,0,0
among,"entre, parmi, en privé",0,0,0
amortize,"amortissent, amortir, amortissons, amortissez",0,0,0
amortized,"amorti, amortie, amortîmes, amorties, amortirent",0,0,0
amortizes,amortit,0,0,0
amortizing,amortissant,0,0,0
amount,"nombre, somme, montant",0,0,0
amour,béguin,0,0,0
amour propre,vanité,0,0,0
Amphibia,batraciens,0,0,0
ample,ample,0,0,0
amplified,"amplifia, amplifiée, amplifièrent, amplifié",0,0,0
amplifier,amplificateur,0,0,0
amplifies,amplifie,0,0,0
amplify,"amplifient, amplifier, amplifiez, amplifions",0,0,0
amplifying,amplifiant,0,0,0
amplitude,amplitude,0,0,0
amputate,"amputez, amputons, amputent, amputer",0,0,0
amputated,"amputai, amputa, amputâmes, amputé, amputée",0,0,0
amputates,ampute,0,0,0
amputating,amputant,0,0,0
amputation,amputation,0,0,0
Amsterdam,Amsterdam,0,0,0
amulet,amulette,0,0,0
amuse,"amuser, amusez, amusons, amusent",0,0,0
amused,"amusâmes, amusé, amusée, amusées, amusai, amusés",0,0,0
amusement,"détente, distraction",0,0,0
amuses,amuse,0,0,0
amusing,"hilarant, amusant, drôle",0,0,0
anachronism,anachronisme,0,0,0
anaemia,anémie,0,0,0
anaesthesia,anesthésie,0,0,0
anaesthetic,narcose,0,0,0
analogue,analogique,0,0,0
analogy,analogie,0,0,0
analyse,analyser,0,0,0
analyser,analyseur,0,0,0
analysis,analyse,0,0,0
analyze,"analysent, analyser, analysons, analysez",0,0,0
analyzed,"analysé, analysée, analysèrent, analysâmes",0,0,0
analyzers,analyste,0,0,0
analyzes,analyse,0,0,0
analyzing,analysant,0,0,0
anarchist,anarchote,0,0,0
anarchy,anarchie,0,0,0
anarctica,antarctide,0,0,0
anathema,interdit,0,0,0
anatomy,"anatomig, anatomie",0,0,0
ancestors,ancétres,0,0,0
ancestry,ascendance,0,0,0
anchor,"ancre, ancrons, ancrent, portant, ancrez",0,0,0
anchored,"ancrées, ancrèrent, ancrés, ancrée, ancrai, ancré",0,0,0
anchoring,ancrant,0,0,0
anchors,ancre,0,0,0
anchovy,anchois,0,0,0
ancient,antique,0,0,0
and,et,0,0,0
and operation,conjonction,0,0,0
ando,ando,0,0,0
anecdote,anecdote,0,0,0
anemone,anémone,0,0,0
aneurism,anévrisme,0,0,0
angel,ange,0,0,0
anger,"colère, emportement",0,0,0
angers,angers,0,0,0
angio saxon,anglo saxon,0,0,0
angle,"encoignure, angle",0,0,0
angled,farfelu,0,0,0
angry,agacant,0,0,0
anguish,"angoissons, angoissez, angoisser, angoissent",0,0,0
anguished,"angoissé, angoissa, angoissai, angoissâmes",0,0,0
anguishing,angoissant,0,0,0
angular,anguleux,0,0,0
animadvert,fronder,0,0,0
animal,"bête, animal",0,0,0
animalist,sculpteur,0,0,0
animate,"vivifier, animer, animez, animent, animons",0,0,0
animated,"anima, animée, animés, animâmes, animé, animai",0,0,0
animating,animant,0,0,0
ankle,cheville,0,0,0
anneal,"temperons, temperent, temperer, temperez",0,0,0
annealed,"temperèrent, tempera, temperée, temperai, temperé",0,0,0
annealing,temperant,0,0,0
anneals,tempere,0,0,0
annex,"annexons, annexez, annexent",0,0,0
annexation,annexation,0,0,0
annexed,"annexa, annexai, annexèrent, annexâmes, annexé",0,0,0
annexing,annexant,0,0,0
annihilation,destruction,0,0,0
anniversary,anniversaire,0,0,0
annotation,"commenter, commentaire",0,0,0
announce,"annoncez, introduire, annoncer, annoncent, publier",0,0,0
announced,"annonçai, annoncés, annoncèrent, annoncées",0,0,0
announcing,annonçant,0,0,0
annoy,"ennuyent, ennuyez, offusquer, ennuyons, chagriner",0,0,0
annoyance,"embètement, empoisonnements",0,0,0
annoyed,"ennuyé, ennuya, ennuyâmes, ennuyai, ennuyés",0,0,0
annoying,ennuyant,0,0,0
annoys,ennuie,0,0,0
annuity,annuité,0,0,0
annul,"annulez, annulons, annulent",0,0,0
annular,annulaire,0,0,0
annulled,"annulèrent, annulées, annulée, annulés, annulé",0,0,0
annulling,annulant,0,0,0
annuls,annule,0,0,0
Annunciation,Annonciation,0,0,0
anode,anode,0,0,0
anoint,enduire,0,0,0
anomaly,anomalie,0,0,0
anonymity,anonymat,0,0,0
another,autre,0,0,0
answer,"réponse, répondent, répondons, réponds, répliquer",0,0,0
answered,"répondis, répondue, répondues, répondus, répondit",0,0,0
answering,répondant,0,0,0
answers,répond,0,0,0
ant,fourmi,0,0,0
antagonism,antithèse,0,0,0
antecedence,antécédence,0,0,0
antecedents,antécédents,0,0,0
antedate,postdater,0,0,0
anteing,payant,0,0,0
antelope,antilope,0,0,0
antenna,antenne,0,0,0
anteroom,attente,0,0,0
anthology,anthologie,0,0,0
anthracite,anthracite,0,0,0
anthropoid,anthropoïde,0,0,0
anthropologist,anthropologue,0,0,0
anthropology,anthropologie,0,0,0
anti Semite,antisémite,0,0,0
antibiotic,antibiotique,0,0,0
anticipate,"anticiper, anticipez, anticipons, anticipent",0,0,0
anticipated,"anticipâmes, anticipèrent, anticipai, anticipés",0,0,0
anticipates,anticipe,0,0,0
anticipating,anticipant,0,0,0
antidote,"contrepoison, antidote",0,0,0
antifreeze,anticongelant,0,0,0
Antilles,Antilles,0,0,0
Antillian,Antillais,0,0,0
antilogy,antilogie,0,0,0
antipathy,antipathie,0,0,0
antiquates,surannée,0,0,0
antique,antique,0,0,0
antiquity,antiquité,0,0,0
antithesis,antithese,0,0,0
antitoxin,antitoxine,0,0,0
antler,andouiller,0,0,0
antlered,bénit,0,0,0
Antwerp,Anvers,0,0,0
anvil,enclume,0,0,0
anxiety,préoccupation,0,0,0
any,"quelques, un, quelqu'un",0,0,0
any one,aucune,0,0,0
anybody,"un, quelqu'un",0,0,0
aorta,aorte,0,0,0
apart,particulier,0,0,0
apart from,"sauf, hormis",0,0,0
apart from that,de plus,0,0,0
apartheid,ségrégation raciale,0,0,0
apartment,appartement,0,0,0
apathy,apathie,0,0,0
ape,singe,0,0,0
Apennines,Apennins,0,0,0
aperitif,apéritif,0,0,0
aperture,"orifice, ouverture",0,0,0
aphasia,aphasie,0,0,0
aphorism,aphorisme,0,0,0
aphrodisiac,aphrodisiaque,0,0,0
Aphrodite,Aphrodite,0,0,0
apiary,rucher,0,0,0
apl,language de programmation,0,0,0
aplomb,aplomb,0,0,0
Apocalypse,Apocalypse,0,0,0
apocrypha,apocryphes,0,0,0
Apollo,Apollon,0,0,0
apology,excuse,0,0,0
apostates,déviationniste,0,0,0
apostle,apôtre,0,0,0
apothecary,apothicaire,0,0,0
apotheosis,apothéose,0,0,0
appal,"effaroucher, épouvanter",0,0,0
appall,consterner,0,0,0
appallingly,effrayante,0,0,0
apparatus,"appareil, engin, matériel",0,0,0
apparatuses,équipage,0,0,0
apparel,vêture,0,0,0
apparent,apparent,0,0,0
apparent death,léthargie,0,0,0
apparently,"apparent, censément, évidemment",0,0,0
apparentness,révélation,0,0,0
appeal,"manifeste, vocation, pourvoi",0,0,0
appeal to,"vocation, réquisition, encarter",0,0,0
appealingly,attrayante,0,0,0
appear,"apparaissent, apparaîs, sembler, apparaissez",0,0,0
appear to be,sembler,0,0,0
appearance,"spectacle, aspect, allure, apparence, apparition",0,0,0
appeared,"apparue, apparues, apparûmes, apparurent, apparus",0,0,0
appearing,apparaissant,0,0,0
appears,"comparution, apparaît",0,0,0
appease,"apaisent, apaiser, apaisez, apaisons",0,0,0
appeased,"apaisâmes, apaisa, apaisai, apaisés, apaisé",0,0,0
appeases,apaise,0,0,0
appeasing,"sédatif, apaisant",0,0,0
appellant,réclamant,0,0,0
appellation,nom,0,0,0
appendant,annexe,0,0,0
appendicitis,apendicite,0,0,0
appendix,appoint,0,0,0
appertain,faire partie de,0,0,0
appetency,avidité,0,0,0
appetite,appétit,0,0,0
appetizer,apéritif,0,0,0
appetizing,appétissant,0,0,0
appetizingly,ragoûtante,0,0,0
applaud,"applaudissent, applaudis, applaudissez, applaudir",0,0,0
applauded,"applaudirent, applaudi, applaudie, applaudies",0,0,0
applauding,applaudissant,0,0,0
applauds,applaudit,0,0,0
applause,"applaudissement, applaudissement",0,0,0
apple,pomme,0,0,0
apple−tree,pommier,0,0,0
appliance,"dispositif, engin",0,0,0
applicability,applicabilité,0,0,0
applicant,"aspirant, demandeur",0,0,0
application,"mise en practique, sollicitation",0,0,0
applicative,idoine,0,0,0
applied,"appliquée, solicitâmes, solicités, applique",0,0,0
applies,solicite,0,0,0
apply,"applique, solicitez, solicitent, appliquent",0,0,0
applying,solicitant,0,0,0
appoint,"appointer, appointez, appointons, appointent",0,0,0
appointed,"appointé, appointai, nommé, appointée, appointa",0,0,0
appointed day,ajournement,0,0,0
appointed time,ajournement,0,0,0
appointee,déléguée,0,0,0
appointing,appointant,0,0,0
appointment,rendez−vous,0,0,0
appointment book,agenda,0,0,0
appointment calendar,semainier,0,0,0
appoints,appointe,0,0,0
apportion,allotir,0,0,0
apportionment,adjonction,0,0,0
apposition,adjonction,0,0,0
appositional,ci annexée,0,0,0
appraisal,évaluation,0,0,0
appraise,"taxer, évaluer, chiffrer",0,0,0
appraisement,évaluation,0,0,0
appraiser,expert,0,0,0
appreciate,"apprécier, apprécient, chiffrer, priser, appréciez",0,0,0
appreciated,"appréciâmes, apprécié, apprécia, appréciai",0,0,0
appreciates,apprécie,0,0,0
appreciating,appréciant,0,0,0
appreciation,"appréciation, notation",0,0,0
appreciator,connaisseur,0,0,0
apprehend,"appréhender, appréhendent, appréhendons",0,0,0
apprehended,"appréhendâmes, appréhendé, appréhendée, appréhenda",0,0,0
apprehending,"percepteur, appréhendant",0,0,0
apprehends,appréhende,0,0,0
apprehensible,concevable,0,0,0
apprehension,arrestation,0,0,0
apprehensively,sérieuxse,0,0,0
apprentice,apprenti,0,0,0
apprenticeship,apprentissage,0,0,0
approach,"approchons, abordent, abordez, rapprochons",0,0,0
approachability,abord,0,0,0
approached,"rapprochai, rapprocha, approchâmes, approcha",0,0,0
approaches,"aborde, rapproche",0,0,0
approaching,"rapprochant, approchant, abordant",0,0,0
appropriate,"appropriez, approprient, homologue, approprions",0,0,0
appropriated,"appropriées, appropriés, approprièrent, approprié",0,0,0
appropriates,approprie,0,0,0
appropriating,appropriant,0,0,0
appropriation,"occupation, allocation, appropriation",0,0,0
approval,"approbation, agrément, acclamation",0,0,0
approve,"éprouvé, approuvent, approuvez, approuver",0,0,0
approved,"approuvés, approuvé, approuvée, approuvées",0,0,0
approves,approuve,0,0,0
approving,"adhésif, approuvant",0,0,0
approvingly,"adhésif, adhésive",0,0,0
approximately,environ,0,0,0
approximation,rapprochement,0,0,0
appurtenance,"fournitures, appartenance",0,0,0
apricot,abricot,0,0,0
April,avril,0,0,0
apron,tablier,0,0,0
aprreciate,"priser, chiffrer",0,0,0
apt,doué,0,0,0
aptly,doué,0,0,0
Apulia,"Pouille, Pouilles",0,0,0
aquanaut,scaphandrier,0,0,0
aquarium,aquarium,0,0,0
aquatic,"aqu−, d'eau",0,0,0
aquatically,aquatique,0,0,0
aqueduct,aqueduc,0,0,0
aquiline nose,busqué,0,0,0
ar,dai,0,0,0
arabesque,arabesque,0,0,0
Arabia,Arabie,0,0,0
Arabian,Arabe,0,0,0
Arabian woman,Arabe,0,0,0
Arabic,Arabe,0,0,0
arbiter,"artitre, arbitre",0,0,0
arbitral award,sentence arbitrale,0,0,0
arbitrary,arbitraire,0,0,0
arbitrate,"arbitrez, accommoder, arbitrons, arbitrent",0,0,0
arbitrated,"arbitré, arbitra, arbitrâmes, arbitrèrent",0,0,0
arbitrating,arbitrant,0,0,0
arbitration award,sentence arbitrale,0,0,0
arbitrative,tranchant,0,0,0
arbitrator,"artitre, arbitre",0,0,0
arbor,"longeron, tonnelle",0,0,0
arc,"arc, hémicycle",0,0,0
arcade,péristyle,0,0,0
Arcadia,Arcadie,0,0,0
arch,dôme,0,0,0
archaelogist,arquéologue,0,0,0
archaelogy,arquéologie,0,0,0
archaeological,archéologique,0,0,0
archaeology,archéologie,0,0,0
archbishop,archevêque,0,0,0
archbishopric,archevêché,0,0,0
arched,cambré,0,0,0
archeology,archéologie,0,0,0
archie,antiaérien,0,0,0
Archimedes,Archimède,0,0,0
archipelago,archipel,0,0,0
architect,architecte,0,0,0
architectural,architectual,0,0,0
architecture,architecture,0,0,0
archival backup copy,copie de sécurité,0,0,0
archive,"archive, archives",0,0,0
archives,archives,0,0,0
archness,rouerie,0,0,0
archway,arcade,0,0,0
Ardennes,Ardennes,0,0,0
ardent,"fervent, ardant, enthousiaste",0,0,0
ardently,"généreuxse, véhément",0,0,0
ardor,ivresse,0,0,0
ardour,ivresse,0,0,0
arduous,pénible,0,0,0
arduousness,fourbi,0,0,0
arduousnesses,histoires,0,0,0
are,"sommes, êtes, sont, es",0,0,0
area,"aire, zône",0,0,0
area under cultivation,surface cultivée,0,0,0
area variable,variable locale,0,0,0
areaway,halo,0,0,0
arena,"arène, aréne",0,0,0
Argentina,Argentine,0,0,0
Argentine,Argentin,0,0,0
arguable,contestable,0,0,0
argue,"arguons, arraisonnez, arraisonner, arguent, arguez",0,0,0
argued,"arraisonnées, arraisonnèrent, arraisonnés, argua",0,0,0
argues,"argue, arraisonne",0,0,0
arguing,"arraisonnant, arguant",0,0,0
argument,argument,0,0,0
argumentation,"raisonnement, argumentation",0,0,0
argumentative,"justificatif, controversé",0,0,0
Argus,Argus,0,0,0
Ariadne,Ariane,0,0,0
arid,"sèche, aride",0,0,0
aridity,aridité,0,0,0
aridness,sécheresse,0,0,0
aries,bélier,0,0,0
arise,"naître, sourdre, se lever",0,0,0
aristocracy,aristocratie,0,0,0
aristocrat,aristocrate,0,0,0
Aristotle,Aristote,0,0,0
arithmetic,arithmétique,0,0,0
arithmetic statement,instruction arithmétique,0,0,0
arithmetician,arithméticien,0,0,0
ark,arche,0,0,0
arm,"armez, arment, armer, armons, pauvre, bras",0,0,0
arm−chair,fauteuil,0,0,0
arm movement,temps de recherche,0,0,0
arm rest,accoudoir,0,0,0
armadillo,tatou,0,0,0
armament,"armement, armement",0,0,0
armature,"armature, coureur, portant",0,0,0
armchair,fauteuil,0,0,0
armed,"armées, arma, armé, armés, armai, armâmes",0,0,0
Armenia,Arménie,0,0,0
Armenian,Arménien,0,0,0
Armenian woman,Arménienne,0,0,0
armful,brassée,0,0,0
arming,armant,0,0,0
armistice,armistice,0,0,0
armlet,brassard,0,0,0
armor,armure,0,0,0
armored,blindé,0,0,0
armorial,armorial,0,0,0
Armorica,Armorique,0,0,0
armors,cuirass,0,0,0
armour,"blindez, blinder, blindons, cuirass, blindent",0,0,0
armoured,"blinda, blindâmes, blindées, blindé, blindai",0,0,0
armouring,blindant,0,0,0
armours,blinde,0,0,0
armpit,aisselle,0,0,0
armrest,accoudoir,0,0,0
arms,brachiale,0,0,0
army,armée,0,0,0
Arnhem,Arnhem,0,0,0
aroma,"arôme, arome",0,0,0
aromatic,aromatique,0,0,0
arouse,"réveiller, enfiévrer",0,0,0
arrange,"arranger, disposer, agençons, arrangent, agencez",0,0,0
arranged,"agençâmes, arrangées, agença, agencé, arrangèrent",0,0,0
arrangement,"aménagement, disposition, injonction, construction",0,0,0
arrangement in groups,groupement,0,0,0
arranger,arrangeur,0,0,0
arranges,arrange,0,0,0
arranging,"agençant, arrangeant",0,0,0
Arras,Arras,0,0,0
arrearage,arriéré,0,0,0
arrears,arriéré,0,0,0
arrest,"détention, arrêter, alpaguer, arrestation",0,0,0
arrester,parafoudre,0,0,0
arrestingly,spectaculaire,0,0,0
arrival,"arrivage, arrivée, teinte, comparution",0,0,0
arrival point,point de mire,0,0,0
arrive,"arriver, arrivons, arrivent, arrivez",0,0,0
arrived,"arrivées, arrivé, arrivés, arrivai, arrivâmes",0,0,0
arrives,arrive,0,0,0
arriving,arrivant,0,0,0
arrogance,fierté,0,0,0
arrogancy,arrogance,0,0,0
arrogant,arrogant,0,0,0
arrogating,revendicatif,0,0,0
arrow,"flêche, flèche",0,0,0
arsenal,arsenal,0,0,0
arsenic,arsénique,0,0,0
arson,incendiaire,0,0,0
arsonist,pyroman,0,0,0
art,"artistique, art",0,0,0
arteriosclerosis,artériosclérose,0,0,0
artery,artère,0,0,0
artful,artificieux,0,0,0
artfully,rusée,0,0,0
artfulness,cautèle,0,0,0
arthritis,arthrite,0,0,0
artichoke,artichaut,0,0,0
article,"article, apport, objet",0,0,0
